gene	n_enhancer_contacts	n_classes	classes	n_differential	median_logFC	mean_logFC	n_in_abc	mean_delta_abc
Gpd1l	1	1	Stable	0	-0.0627240815962339	-0.0627240815962339	0	NA
Gpr132	1	1	Stable	0	0.000473002595395937	0.000473002595395937	1	-0.049748
Gpr155	1	1	Stable	0	-0.0746523000005627	-0.0746523000005627	1	-0.005035
Gpr156	1	1	Stable	0	0.0626834458196932	0.0626834458196932	0	NA
Gpr162	1	1	Stable	0	0.0878396816963669	0.0878396816963669	1	0.014349
Gpr25	1	1	Stable	0	0.0318339026903434	0.0318339026903434	1	0.004241
Grk1	1	1	Stable	0	0.0618550629090428	0.0618550629090428	1	0.042807
Grk2	1	1	Stable	0	-0.121411695751186	-0.121411695751186	1	-0.002772
Grxcr2	1	1	Activity_Gain	0	0.0798586973633021	0.0798586973633021	0	NA
Gsc	1	1	Activity_Gain	0	0.0532043623888358	0.0532043623888358	1	0.000424
Gsdma	1	1	Stable	0	-0.0452236985270197	-0.0452236985270197	0	NA
Gsdme	1	1	Stable	0	-0.136089299967163	-0.136089299967163	1	0.029976
Gskip	1	1	Stable	0	-0.19472496360955	-0.19472496360955	1	-0.003441
Gspt2	1	1	Stable	0	-0.0607397299595368	-0.0607397299595368	1	-0.026128
Gstz1	1	1	Stable	0	-0.0293652609042441	-0.0293652609042441	1	-0.001559
Gtpbp10	1	1	Stable	0	-0.0724743892052824	-0.0724743892052824	1	-0.001032
Gucy1b1	1	1	Stable	0	-0.0473469993510644	-0.0473469993510644	0	NA
Gzf1	1	1	Stable	1	-0.12897646410437	-0.12897646410437	1	-0.00038
H2-K1	1	1	Stable	0	0.0613885344677161	0.0613885344677161	0	NA
H4c4	1	1	Stable	0	0.0204244664703176	0.0204244664703176	1	-0.006497
Hapln4	1	1	Stable	0	0.0700944212797584	0.0700944212797584	0	NA
Hcrtr1	1	1	Stable	1	0.191978761871638	0.191978761871638	0	NA
Hdac3	1	1	Stable	0	-0.0565881581115249	-0.0565881581115249	0	NA
Hdac6	1	1	Stable	0	0.0268987835079726	0.0268987835079726	0	NA
Hddc3	1	1	Stable	0	-0.145426710006036	-0.145426710006036	0	NA
Hdhd3	1	1	Stable	0	-0.163532853185569	-0.163532853185569	1	0.022994
Heatr5a	1	1	K119ub_Only	0	-0.166222787999448	-0.166222787999448	1	-0.026367
Hecw1	1	1	Stable	0	0.157697340923887	0.157697340923887	1	0.020114
Hhip	1	1	Stable	1	0.288072807034016	0.288072807034016	0	NA
Hid1	1	1	Activity_Lost	0	-0.0344610617754529	-0.0344610617754529	1	-0.011223
Hip1	1	1	Stable	0	0.0794119988827276	0.0794119988827276	0	NA
Hmox2	1	1	Stable	0	-0.0466499870715597	-0.0466499870715597	0	NA
Hnrnpul1	1	1	Stable	0	-0.0322780836168417	-0.0322780836168417	0	NA
Homez	1	1	Stable	0	0.0777747701948298	0.0777747701948298	0	NA
Hoxa4	1	1	Stable	0	-0.0382540149891802	-0.0382540149891802	0	NA
Hoxc11	1	1	Stable	1	0.207673392310038	0.207673392310038	0	NA
Hoxc8	1	1	Stable	1	0.270991601409078	0.270991601409078	1	0.00162
Hpgds	1	1	Stable	0	-0.0876789628134741	-0.0876789628134741	1	0.031316
Hs3st2	1	1	Stable	1	0.328949271344462	0.328949271344462	1	0.025328
Hsd17b12	1	1	Stable	0	0.0335314299434712	0.0335314299434712	0	NA
Hsd17b4	1	1	Stable	0	-0.0600001214802243	-0.0600001214802243	1	0.001753
Hsdl2	1	1	Stable	0	-0.101220971166299	-0.101220971166299	1	-0.028576
Hspa2	1	1	Stable	0	-0.136182838882287	-0.136182838882287	1	0.006893
Hspa4	1	1	Stable	0	-0.0324352205419729	-0.0324352205419729	0	NA
Hspb1	1	1	Stable	0	0.0385703183224015	0.0385703183224015	0	NA
Htt	1	1	Stable	0	0.229253493440406	0.229253493440406	1	0.017866
Ica1	1	1	Stable	0	-0.169052497266279	-0.169052497266279	0	NA
Ica1l	1	1	Stable	0	0.0114099940905855	0.0114099940905855	1	-0.034869
Ier5l	1	1	Stable	0	0.0655535872510511	0.0655535872510511	1	-0.004088
Ifitm10	1	1	Stable	0	-0.134483857338089	-0.134483857338089	0	NA
Ifnk	1	1	Stable	1	0.193977301542843	0.193977301542843	0	NA
Ift172	1	1	Stable	0	0.0157487520461451	0.0157487520461451	0	NA
Ift74	1	1	Stable	0	0.043392238575098	0.043392238575098	1	0.008347
Igf2r	1	1	Stable	0	-0.043619767329803	-0.043619767329803	1	0.003545
Igsf3	1	1	Stable	0	0.0801015362005356	0.0801015362005356	0	NA
Ik	1	1	Stable	0	-0.00977806282957526	-0.00977806282957526	1	0.006161
Ikzf5	1	1	Stable	0	-0.275933771964587	-0.275933771964587	1	0.01323
Il12b	1	1	Stable	0	0.104362745953808	0.104362745953808	1	0.004807
Il1rapl1	1	1	Activity_Lost	0	-0.178089139923134	-0.178089139923134	1	-0.015899
Il27ra	1	1	Stable	0	0.0073163889355601	0.0073163889355601	1	-0.003934
Il3ra	1	1	Stable	0	-0.136712966180909	-0.136712966180909	1	0.00282
Il4ra	1	1	Stable	0	0.0141219399288697	0.0141219399288697	1	0.035446
Ina	1	1	Stable	0	-0.2073197994252	-0.2073197994252	1	0.003263
Ino80dos	1	1	Stable	0	0.060859349263249	0.060859349263249	1	0.000357
Invs	1	1	Stable	0	-0.00571865025606256	-0.00571865025606256	1	-0.007616
Ipmk	1	1	Stable	0	-0.104816216184341	-0.104816216184341	1	-0.002967
Ipo7	1	1	Stable	0	-0.207371602402329	-0.207371602402329	1	-0.005327
Ipo9	1	1	Stable	0	0.0527076580756737	0.0527076580756737	1	-0.003397
Iqcb1	1	1	Stable	0	-0.0891977712801198	-0.0891977712801198	1	0.021806
Iqcg	1	1	Stable	0	-0.093144400713998	-0.093144400713998	1	-0.006112
Irf2bpl	1	1	Stable	0	0.0124150113818658	0.0124150113818658	1	0.053887
Irx1	1	1	Activity_Gain	0	0.250727233671391	0.250727233671391	1	0.018216
Irx2	1	1	Activity_Gain	1	0.473760165151681	0.473760165151681	1	0.059382
Itga5	1	1	Stable	0	0.0889649517343126	0.0889649517343126	0	NA
Iws1	1	1	Stable	0	0.131306442781906	0.131306442781906	1	0.009393
Jrkl	1	1	Stable	0	-0.0844527354197053	-0.0844527354197053	0	NA
Kank3	1	1	Stable	0	-0.00848595144133677	-0.00848595144133677	1	0.017091
Kazald1	1	1	Stable	0	-0.2239953944779	-0.2239953944779	0	NA
Kbtbd13	1	1	Stable	0	0.0239404269313127	0.0239404269313127	1	0.006999
Kbtbd3	1	1	Activity_Lost	0	-0.232057013422208	-0.232057013422208	0	NA
Kcnh2	1	1	Stable	0	0.0984525416126128	0.0984525416126128	1	-0.007352
Kcnj3	1	1	K119ub_Only	0	-0.0610273278771564	-0.0610273278771564	1	0.015105
Kcnj9	1	1	Stable	0	-0.0295723903821737	-0.0295723903821737	0	NA
Kcnk1	1	1	Stable	0	-0.043760917913351	-0.043760917913351	1	-0.011176
Kcnk16	1	1	Activity_Gain	0	0.0798762729702498	0.0798762729702498	0	NA
Kcnk6	1	1	Stable	0	-0.0839149543402903	-0.0839149543402903	1	0.002513
Kcnq4	1	1	Stable	0	-0.0531716081625554	-0.0531716081625554	1	-0.005449
Kctd1	1	1	Activity_Gain	0	0.133057919933335	0.133057919933335	0	NA
Kdelr1	1	1	Stable	0	0.0974348686435654	0.0974348686435654	0	NA
Kdm5a	1	1	Stable	0	0.0979564474957143	0.0979564474957143	0	NA
Kdm7a	1	1	Stable	0	0.100498750838177	0.100498750838177	1	0.01185
Kidins220	1	1	Stable	0	-0.146219558225732	-0.146219558225732	0	NA
Kif3c	1	1	Stable	0	-0.0949696507695349	-0.0949696507695349	1	-0.006842
Kif5a	1	1	Stable	0	0.0741472673976055	0.0741472673976055	1	0.002146
Klhl12	1	1	Stable	0	0.125469602499602	0.125469602499602	1	-0.001604
Klhl20	1	1	Stable	1	-0.296299824807779	-0.296299824807779	1	-0.008052
Klhl23	1	1	Stable	0	-0.10128876151316	-0.10128876151316	1	0.003261
Klhl30	1	1	Stable	1	0.472685798771331	0.472685798771331	0	NA
Kmt2a	1	1	Stable	0	-0.0601067121992214	-0.0601067121992214	0	NA
Kmt2c	1	1	Stable	0	-0.0495636180267623	-0.0495636180267623	1	-0.038068
Kmt5c	1	1	Stable	0	-0.135937555161578	-0.135937555161578	1	0.003379
Kncn	1	1	Stable	1	0.157763732754937	0.157763732754937	0	NA
Kntc1	1	1	Stable	0	0.0944180304262274	0.0944180304262274	1	0.005938
Kri1	1	1	Stable	0	-0.00609142841359824	-0.00609142841359824	1	-0.004704
Krt10	1	1	Stable	0	0.0977347868617139	0.0977347868617139	0	NA
L1td1	1	1	K119ub_Only	1	-0.516656936673203	-0.516656936673203	0	NA
Lamc1	1	1	Stable	1	0.324541248365324	0.324541248365324	0	NA
Larp1b	1	1	Stable	0	-0.213079366035342	-0.213079366035342	1	-0.030791
Lbhd2	1	1	Stable	0	-0.0414095586026529	-0.0414095586026529	0	NA
Lemd3	1	1	Stable	0	-0.0217163450484099	-0.0217163450484099	0	NA
Leprotl1	1	1	Stable	0	-8.72385820008962e-05	-8.72385820008962e-05	1	-0.001721
Letm1	1	1	Stable	0	0.0287133665239446	0.0287133665239446	1	0.007916
Letmd1	1	1	Stable	0	0.063410168889324	0.063410168889324	1	0.007315
Lgals8	1	1	Stable	0	-0.0524859756549313	-0.0524859756549313	0	NA
Lgi4	1	1	Stable	0	-0.065065730542656	-0.065065730542656	0	NA
Lgr5	1	1	Stable	1	0.17939472617092	0.17939472617092	0	NA
Lhfpl4	1	1	Stable	0	0.110379635551577	0.110379635551577	1	-0.003997
Lmbrd1	1	1	Stable	1	-0.313408760155147	-0.313408760155147	1	-0.003458
Lmf2	1	1	Stable	0	0.0571889202769242	0.0571889202769242	0	NA
Lmo1	1	1	Stable	0	-0.142141842661949	-0.142141842661949	0	NA
Lncenc1	1	1	Stable	0	0.0682018438640366	0.0682018438640366	0	NA
Lonrf3	1	1	Stable	0	0.0585128588697555	0.0585128588697555	0	NA
Loxhd1	1	1	Stable	0	0.151110238356214	0.151110238356214	0	NA
Lrp1	1	1	Activity_Gain	0	0.0538064714404056	0.0538064714404056	1	0.00695
Lrp10	1	1	Stable	0	0.0664312039219188	0.0664312039219188	1	-0.001019
Lrp12	1	1	Stable	1	-0.495434607964425	-0.495434607964425	0	NA
Lrpap1	1	1	Stable	0	0.0576990720408584	0.0576990720408584	0	NA
Lrrc42	1	1	Stable	1	0.28124350291438	0.28124350291438	1	0.015652
Lrrc47	1	1	Stable	0	0.198525544394127	0.198525544394127	1	0.006517
Lrrc71	1	1	Stable	1	0.273476020793751	0.273476020793751	0	NA
Lrrc75b	1	1	Stable	0	0.10418602272763	0.10418602272763	1	0.016993
Lrrc8a	1	1	Stable	0	0.000293410869463867	0.000293410869463867	1	-0.00387
Lrrc9	1	1	Stable	0	-0.0383838037982308	-0.0383838037982308	0	NA
Lrrfip2	1	1	Stable	0	-0.138650151692076	-0.138650151692076	1	0.012507
Lrrk2	1	1	K119ub_Only	0	0.0420821516219849	0.0420821516219849	1	-0.017098
Lrrn2	1	1	Stable	1	0.221637700722174	0.221637700722174	0	NA
Lrrtm1	1	1	Stable	0	0.080038089812408	0.080038089812408	0	NA
Lsm5	1	1	Stable	0	-0.0442613621123837	-0.0442613621123837	1	0.005212
Lss	1	1	Stable	1	0.420524060927903	0.420524060927903	0	NA
Lypd5	1	1	Stable	0	-0.218675980166018	-0.218675980166018	0	NA
Lypla1	1	1	Stable	0	-0.123658208508843	-0.123658208508843	1	0.005067
Lysmd2	1	1	Stable	0	-0.233757626459963	-0.233757626459963	1	-0.012488
Lzts1	1	1	Stable	0	0.0367723596053909	0.0367723596053909	1	0.003576
Macrod2	1	1	Stable	0	-0.0500613905191451	-0.0500613905191451	1	0.012184
Macroh2a2	1	1	Stable	0	0.0975317609601503	0.0975317609601503	1	0.004454
Madcam1	1	1	Stable	0	-0.130462885442226	-0.130462885442226	0	NA
Mafb	1	1	Stable	1	0.436861322353654	0.436861322353654	1	0.011884
Mak16	1	1	Stable	1	-0.197685754906673	-0.197685754906673	0	NA
Malt1	1	1	Stable	0	0.101845595977956	0.101845595977956	0	NA
Mamdc2	1	1	Activity_Lost	0	0.0265978808540767	0.0265978808540767	1	-0.004515
Mansc4	1	1	Stable	0	0.0598879115541837	0.0598879115541837	1	-0.000119
Map1lc3b	1	1	Stable	0	0.146955916273003	0.146955916273003	0	NA
Map2k1	1	1	Stable	0	-0.0395285895030625	-0.0395285895030625	1	-0.001854
Mapk1	1	1	Stable	0	-0.0471449435315397	-0.0471449435315397	1	0.007402
Mapk6	1	1	Stable	0	-0.0632642489628226	-0.0632642489628226	1	-0.002048
Mapk9	1	1	Stable	0	0.0222478762032088	0.0222478762032088	0	NA
Marchf4	1	1	Stable	0	-0.11285421835772	-0.11285421835772	1	0.051536
Marchf6	1	1	Stable	0	0.05218314480602	0.05218314480602	0	NA
Marchf9	1	1	Stable	0	-0.0517213632165533	-0.0517213632165533	0	NA
Marveld3	1	1	Stable	0	0.0174576930058551	0.0174576930058551	0	NA
Mat2a	1	1	Stable	0	0.177005147792659	0.177005147792659	1	-0.002949
Matn1	1	1	Stable	1	0.226243605380565	0.226243605380565	0	NA
Mb21d2	1	1	Stable	0	0.0342739252058669	0.0342739252058669	0	NA
Mbip	1	1	Stable	0	0.119919972902827	0.119919972902827	1	-0.019331
Mc3r	1	1	Stable	1	0.15797700244307	0.15797700244307	1	-0.040565
Mcoln1	1	1	Stable	0	-0.279021802487353	-0.279021802487353	1	0.003751
Mcph1	1	1	Stable	0	-0.0995313370130573	-0.0995313370130573	1	0.00857
Mcrs1	1	1	Stable	0	0.0776302728455192	0.0776302728455192	0	NA
Mdga2	1	1	Activity_Gain	0	0.0887803794683945	0.0887803794683945	1	0.042913
Mdm1	1	1	K119ub_Only	0	0.0693423922324856	0.0693423922324856	1	-0.014027
Mdn1	1	1	Stable	0	-0.028078523834924	-0.028078523834924	1	0.050469
Med13	1	1	Activity_Lost	0	-0.137526427341969	-0.137526427341969	0	NA
Med26	1	1	Stable	0	-0.027104653630839	-0.027104653630839	1	0.00927
Med28	1	1	Stable	0	0.02627392542016	0.02627392542016	1	-0.004213
Mef2c	1	1	Activity_Lost	0	-0.0390612019939734	-0.0390612019939734	1	-0.024838
Mef2d	1	1	Stable	0	0.0931512087372374	0.0931512087372374	1	0.00547
Megf9	1	1	Stable	0	0.17394111769775	0.17394111769775	1	0.011344
Meioc	1	1	Stable	0	0.112005866307402	0.112005866307402	0	NA
Mepe	1	1	Stable	0	0.0763652566416476	0.0763652566416476	0	NA
Mertk	1	1	Stable	0	0.150241540339453	0.150241540339453	1	0.043573
Mfn1	1	1	Stable	0	-0.0496938502302914	-0.0496938502302914	1	-0.008506
Mfsd13b	1	1	Stable	0	-0.131864359426643	-0.131864359426643	1	-0.023363
Mfsd5	1	1	Stable	0	0.133272220493883	0.133272220493883	1	-0.002989
Mia3	1	1	Stable	0	-0.0656175432443597	-0.0656175432443597	1	-0.017486
Mink1	1	1	Stable	0	0.124579745395404	0.124579745395404	1	0.003866
Mir142hg	1	1	Stable	0	0.0239582638409761	0.0239582638409761	0	NA
Mkln1	1	1	Stable	0	0.10759014881771	0.10759014881771	1	0.004334
Mkx	1	1	Stable	1	0.185171228841043	0.185171228841043	0	NA
Mlh1	1	1	Stable	0	-0.138650151692076	-0.138650151692076	0	NA
Mmel1	1	1	Stable	0	0.0348821010795322	0.0348821010795322	0	NA
Mmp15	1	1	Stable	0	0.0138267830695621	0.0138267830695621	0	NA
Mmp25	1	1	Stable	0	-0.054051248247908	-0.054051248247908	0	NA
Mn1	1	1	Stable	1	0.398266959956341	0.398266959956341	0	NA
Mob1b	1	1	Stable	0	-0.135024558211805	-0.135024558211805	1	-0.031988
Mob4	1	1	Stable	0	-0.01992219250916	-0.01992219250916	1	0.016196
Mocos	1	1	Stable	0	0.0918987174405946	0.0918987174405946	0	NA
Mpp1	1	1	Stable	0	-0.0179244391474699	-0.0179244391474699	1	0.034404
Mrpl40	1	1	Stable	0	0.0155399385144578	0.0155399385144578	1	0.004513
Mrpl48	1	1	Stable	0	-0.218744714804903	-0.218744714804903	1	-0.003027
Mrps35	1	1	Stable	0	-0.112719949876485	-0.112719949876485	1	0.032347
Mrps36	1	1	Stable	0	-0.10384754096139	-0.10384754096139	1	-0.008904
Msh6	1	1	Stable	0	0.00499140969946602	0.00499140969946602	0	NA
Msl3l2	1	1	Stable	0	-0.051433052764577	-0.051433052764577	1	0.02253
Msx2	1	1	Stable	1	0.338132400885666	0.338132400885666	0	NA
Mtln	1	1	Activity_Lost	0	-0.118890309349081	-0.118890309349081	1	-0.069906
Mtmr7	1	1	Stable	0	0.0883190705049936	0.0883190705049936	1	0.010741
Mtx2	1	1	Stable	0	-0.139161752389549	-0.139161752389549	0	NA
Mvb12b	1	1	Stable	0	0.153735968093357	0.153735968093357	0	NA
Mvd	1	1	Stable	0	-0.0666191670982237	-0.0666191670982237	1	-0.002629
Myd88	1	1	Stable	0	-0.0781369828683838	-0.0781369828683838	1	0.002985
Mymk	1	1	Stable	1	0.240127823467287	0.240127823467287	1	-0.015707
Myo6	1	1	Stable	0	-0.0247213233748307	-0.0247213233748307	1	-0.000997
Myocd	1	1	Stable	0	0.0954462388658334	0.0954462388658334	1	-0.000948
Myocos	1	1	Stable	0	0.0147931987571846	0.0147931987571846	1	-0.125858
Myrip	1	1	Activity_Gain	1	0.204426577115827	0.204426577115827	0	NA
Mzt1	1	1	Stable	0	-0.124194261302327	-0.124194261302327	1	-0.005417
N4bp2	1	1	Stable	0	-0.0884776759111001	-0.0884776759111001	1	0.019332
N4bp2l1	1	1	Stable	0	0.0242903264220388	0.0242903264220388	1	0.004769
Naa30	1	1	Stable	0	-0.174609770101213	-0.174609770101213	1	0.011728
Nacad	1	1	Stable	1	-0.20203762639624	-0.20203762639624	1	-0.010103
Naf1	1	1	Stable	0	0.0858967895928127	0.0858967895928127	1	0.006692
Nagk	1	1	Stable	0	0.0186770097494235	0.0186770097494235	1	0.005311
Nap1l1	1	1	Stable	0	0.111287265117225	0.111287265117225	1	0.069509
Nap1l3	1	1	Stable	0	-0.181830117562159	-0.181830117562159	1	0.007614
Napb	1	1	Stable	1	-0.12897646410437	-0.12897646410437	1	0.005821
Nat8l	1	1	Stable	0	0.0175723455846297	0.0175723455846297	1	0.009559
Naxd	1	1	K119ub_Only	0	-0.193150778187432	-0.193150778187432	1	-0.007299
Ncbp3	1	1	Stable	0	0.159086038521749	0.159086038521749	0	NA
Ncdn	1	1	Activity_Lost	0	-0.1666361053468	-0.1666361053468	1	-0.009609
Nceh1	1	1	Stable	0	0.0606112064110943	0.0606112064110943	0	NA
Ncl	1	1	Stable	0	0.109162722479986	0.109162722479986	0	NA
Ncmap	1	1	Stable	0	-0.0122859014234139	-0.0122859014234139	1	-0.022031
Ncoa4	1	1	Stable	0	0.0745111928131417	0.0745111928131417	1	0.002063
Ndrg1	1	1	Stable	0	-0.00841967808031039	-0.00841967808031039	1	0.006292
Ndufa9	1	1	Stable	0	0.177877638066178	0.177877638066178	1	0.006933
Ndufb7	1	1	Stable	0	0.0363238073931629	0.0363238073931629	1	-0.007469
Ndufc2	1	1	K119ub_Only	0	0.0612945858594571	0.0612945858594571	1	-0.00444
Nebl	1	1	Stable	0	0.0335339352206845	0.0335339352206845	1	0.015824
Neil2	1	1	Stable	0	0.0412180228667939	0.0412180228667939	0	NA
Neurog1	1	1	Stable	1	0.19427327932312	0.19427327932312	0	NA
Nfe2l1	1	1	Stable	0	-0.115467292548558	-0.115467292548558	0	NA
Nfic	1	1	Stable	0	-0.0407286957063705	-0.0407286957063705	0	NA
Nfkbiz	1	1	Stable	0	-0.114954704563073	-0.114954704563073	1	-0.004325
Ngfr	1	1	Stable	0	0.113555992524016	0.113555992524016	0	NA
Nhlrc3	1	1	Stable	0	-0.0139052311092402	-0.0139052311092402	0	NA
Nhs	1	1	Stable	0	0.177434989936764	0.177434989936764	1	-0.013119
Nit1	1	1	Stable	0	0.00481893208755339	0.00481893208755339	1	0.001401
Nkd1	1	1	Stable	0	0.0670136146004431	0.0670136146004431	1	0.033676
Nkd2	1	1	Stable	1	0.204964032691033	0.204964032691033	0	NA
Nlgn3	1	1	Stable	0	0.0903389688129269	0.0903389688129269	1	-0.004638
Nln	1	1	Stable	0	0.12745311459808	0.12745311459808	1	0.014757
Nme7	1	1	Stable	0	0.0386430379345426	0.0386430379345426	1	0.016422
Nono	1	1	Stable	0	0.0921657600676358	0.0921657600676358	1	0.018493
Nop2	1	1	Stable	0	0.0470245307107591	0.0470245307107591	0	NA
Notum	1	1	Stable	0	0.144393263279547	0.144393263279547	1	0.010616
Npr1	1	1	Stable	0	0.122944340300562	0.122944340300562	0	NA
Nptn	1	1	Stable	0	0.0479628805932568	0.0479628805932568	0	NA
Npy4r	1	1	Stable	0	0.18050712558515	0.18050712558515	1	0.003353
Nrg1	1	1	Stable	1	0.352803884638455	0.352803884638455	1	-0.004983
Nrg4	1	1	Stable	0	-0.113464474632147	-0.113464474632147	1	0.003607
Nrip2	1	1	Stable	0	0.128447090745171	0.128447090745171	1	-0.001432
Nrxn3	1	1	Stable	0	0.147684916218133	0.147684916218133	0	NA
Nsg1	1	1	Stable	0	-0.0258441431309872	-0.0258441431309872	0	NA
Nsmf	1	1	Stable	1	0.189062996190936	0.189062996190936	1	-0.000834
Nt5c1a	1	1	Stable	0	0.105714260825094	0.105714260825094	0	NA
Numa1	1	1	Stable	0	-0.160352214296383	-0.160352214296383	1	0.007546
Nup155	1	1	Stable	0	0.0125043524086159	0.0125043524086159	1	0.021526
Obsl1	1	1	Stable	0	0.130732053947739	0.130732053947739	1	-0.010827
Ogt	1	1	Stable	0	-0.013244428677835	-0.013244428677835	0	NA
Opa1	1	1	Stable	0	-0.0184113770972983	-0.0184113770972983	0	NA
Ophn1	1	1	Stable	0	-0.190968842287388	-0.190968842287388	1	0.008751
Opn4	1	1	Stable	0	0.00815028838837047	0.00815028838837047	0	NA
Orc3	1	1	Stable	1	-0.180796230960773	-0.180796230960773	0	NA
Ormdl2	1	1	Stable	0	0.155223968257254	0.155223968257254	1	0.01258
Osbp2	1	1	Stable	0	0.0156850660304056	0.0156850660304056	0	NA
Osbpl8	1	1	Stable	0	0.0452729684348578	0.0452729684348578	1	0.034736
Otx1	1	1	Stable	0	-0.0237628451349699	-0.0237628451349699	1	-0.042734
Otx2	1	1	Stable	0	-0.0371724088118514	-0.0371724088118514	0	NA
Oxct1	1	1	Stable	0	-0.229811243749891	-0.229811243749891	0	NA
P4ha1	1	1	Stable	0	0.0305084952361081	0.0305084952361081	1	0.002488
Pag1	1	1	Stable	0	-0.0548435318105395	-0.0548435318105395	0	NA
Pagr1a	1	1	Stable	0	-0.00854826378253599	-0.00854826378253599	0	NA
Paip1	1	1	Stable	0	-0.125336099184567	-0.125336099184567	1	0.01315
Pank1	1	1	Stable	0	-0.0130494503733972	-0.0130494503733972	0	NA
Panx2	1	1	Stable	0	0.150378344599429	0.150378344599429	0	NA
Papola	1	1	Stable	0	0.240802393716564	0.240802393716564	1	-0.010978
Parl	1	1	Stable	0	0.168678972900731	0.168678972900731	1	0.062022
Pax2	1	1	Stable	1	0.240456830817877	0.240456830817877	0	NA
Pbx3	1	1	Stable	0	-0.0377388253416884	-0.0377388253416884	1	0.010451
Pcdh15	1	1	Stable	0	0.0956405625826478	0.0956405625826478	1	0.025045
Pcdh17	1	1	Stable	0	-0.259485324992199	-0.259485324992199	1	-0.018709
Pclo	1	1	K119ub_Only	0	-0.0737285466040498	-0.0737285466040498	1	0.006848
Pcnx	1	1	Stable	0	0.0477484765530297	0.0477484765530297	0	NA
Pcsk5	1	1	Stable	0	-0.0113021492502451	-0.0113021492502451	1	0.002222
Pde4a	1	1	Stable	0	-0.0910561611766218	-0.0910561611766218	1	-0.002822
Pde4dip	1	1	Stable	1	0.229736254182338	0.229736254182338	1	0.02644
Pdgfrb	1	1	Stable	0	0.131950542713986	0.131950542713986	0	NA
Pdia5	1	1	Stable	0	0.0508223775944728	0.0508223775944728	1	0.005069
Pdia6	1	1	Stable	1	-0.400281203844021	-0.400281203844021	1	-0.011616
Pdp2	1	1	K119ub_Only	0	-0.0139760333734807	-0.0139760333734807	0	NA
Peg3	1	1	Stable	0	-0.388915072178934	-0.388915072178934	1	-0.040853
Per2	1	1	Stable	0	0.0847057055041338	0.0847057055041338	1	-0.006494
Pex11b	1	1	Stable	0	0.0821154868378889	0.0821154868378889	0	NA
Pgam1	1	1	Stable	0	-0.0732911104276357	-0.0732911104276357	0	NA
Pgbd5	1	1	Stable	0	-0.040056393340227	-0.040056393340227	1	0.001543
Phactr3	1	1	Stable	0	0.030667149277379	0.030667149277379	0	NA
Phf6	1	1	Stable	0	-0.122400439785385	-0.122400439785385	1	0.00819
Phtf1	1	1	Stable	0	0.074301251216069	0.074301251216069	1	-0.005059
Pibf1	1	1	Stable	0	-0.124194261302327	-0.124194261302327	1	-0.04098
Piezo1	1	1	Stable	0	0.140861719162575	0.140861719162575	0	NA
Pigq	1	1	Stable	0	0.0297796784185313	0.0297796784185313	0	NA
Pik3ip1	1	1	Stable	0	-0.0323506843022992	-0.0323506843022992	1	0.000474
Pitx2	1	1	Stable	1	-0.577500823796372	-0.577500823796372	0	NA
Pkd2	1	1	Stable	0	-0.0169211110241844	-0.0169211110241844	1	0.00524
Pkib	1	1	K119ub_Only	0	0.040635642599056	0.040635642599056	1	0.000834
Pkm	1	1	Stable	0	-0.145776858675854	-0.145776858675854	1	0.00498
Pkp2	1	1	Stable	0	-0.031647344459949	-0.031647344459949	1	0.014357
Plekha3	1	1	Stable	0	-0.00180912589908823	-0.00180912589908823	0	NA
Plekha4	1	1	Stable	1	-0.243886922130507	-0.243886922130507	0	NA
Plekha5	1	1	Stable	0	-0.0699204981722117	-0.0699204981722117	0	NA
Plekhg1	1	1	Stable	0	-0.104749114244646	-0.104749114244646	0	NA
Plekho1	1	1	Activity_Lost	0	-0.150792493336829	-0.150792493336829	1	-0.029667
Plxdc2	1	1	Activity_Lost	1	-0.208297622079859	-0.208297622079859	1	-0.021974
Pms2	1	1	Stable	0	0.017235945507088	0.017235945507088	0	NA
Pnpla2	1	1	Stable	0	-0.20719921208252	-0.20719921208252	1	-0.001405
Pnpla6	1	1	Stable	0	-0.112072990461838	-0.112072990461838	1	0.002621
Pomgnt1	1	1	Stable	0	-0.00142159198560993	-0.00142159198560993	0	NA
Pomp	1	1	Stable	0	0.00535369039463985	0.00535369039463985	0	NA
Postn	1	1	Stable	0	0.112816210236133	0.112816210236133	1	0.063895
Pou2f3	1	1	Stable	1	0.206898513715489	0.206898513715489	0	NA
Ppa1	1	1	Stable	0	0.137732110677354	0.137732110677354	0	NA
Pparg	1	1	Stable	0	0.100988153515902	0.100988153515902	1	0.000553
Ppic	1	1	Stable	0	-0.0576405247830472	-0.0576405247830472	0	NA
Ppig	1	1	Stable	0	-0.0394599285417882	-0.0394599285417882	1	-0.004575
Ppme1	1	1	Stable	0	-0.0192658981835295	-0.0192658981835295	0	NA
